user_id_fixed,score,Place
AutoML,77.48336933994882,1
Human,77.00355192001041,2
AutoML,76.947087,3
Human,76.6840559266124,4
Human,76.5661444154385,5
Human,76.51128629392771,6
Human,76.47300985200249,7
Human,76.465531371152,8
Human,76.4159296898557,9
Human,76.3949039289979,10
Human,76.3383255179624,11
Human,76.2612947759108,12
Human,76.25885769908409,13
Human,76.235179825209,14
Human,76.20724901334229,15
Human,76.1954459157698,16
Human,76.1723175788263,17
Human,76.1719352922652,18
AutoML,76.13461456674271,19
Human,76.06709320289721,20
Human,76.0429613637308,21
Human,76.037561566056,22
Human,76.0156756604359,23
Human,76.0082210724954,24
Human,75.9950321861391,25
Human,75.98901117280259,26
Human,75.96669519480129,27
Human,75.9590972494004,28
Human,75.94000681425791,29
Human,75.92280391901069,30
Human,75.8976207918015,31
Human,75.89114581317371,32
Human,75.8871318042827,33
Human,75.88378679687351,34
Human,75.877048996235,35
Human,75.8740384895667,36
Human,75.8738473462862,37
Human,75.8532516578096,38
Human,75.84579706986909,39
Human,75.8310790372686,40
Human,75.8120363879463,41
Human,75.8065171257212,42
Human,75.7525191489728,43
Human,75.747525530769,44
Human,75.7447300602914,45
Human,75.74329648568741,46
Human,75.74119390960159,47
Human,75.7232742270524,48
Human,75.71562849583141,49
Human,75.6830385665019,50
Human,75.68241735084021,51
Human,75.6720717207817,52
Human,75.67109211146901,53
Human,75.66409148881979,54
Human,75.6500663506113,55
Human,75.6499468860609,56
Human,75.64457098129621,57
Human,75.64015079293402,58
Human,75.63642349896381,59
Human,75.63642349896381,60
Human,75.628849446473,61
Human,75.62574336816441,62
Human,75.61637734741869,63
Human,75.6060556102703,64
Human,75.60060802677529,65
AutoML,75.5997000961929,66
Human,75.5650075907775,67
Human,75.56409966019501,68
Human,75.560467937865,69
Human,75.5427393985963,70
Human,75.53827142441409,71
Human,75.5377696733027,72
Human,75.5347591666344,73
Human,75.5347113808143,74
Human,75.5242462862055,75
Human,75.5209490646165,76
Human,75.51941991837221,77
Human,75.51483247963971,78
Human,75.51483247963971,79
Human,75.51483247963971,80
Human,75.51241929572298,81
Human,75.5103167196373,82
Human,75.50403288429,83
Human,75.4988242298957,84
Human,75.4970083687307,85
Human,75.4904617113727,86
Human,75.48542030734879,87
Human,75.4652546912534,88
Human,75.4634149371784,89
Human,75.46011771558929,90
Human,75.4535232724112,91
Human,75.4534277007709,92
Human,75.4520896978073,93
Human,75.44685715050291,94
Human,75.4431537494427,95
Human,75.43751502266721,96
Human,75.4354124465814,97
Human,75.4307294362085,98
Human,75.4266198556773,99
Human,75.42198463112449,100
Human,75.40932138878969,101
Human,75.37037594538269,102
Human,75.36597964993061,103
Human,75.36480889733741,104
Human,75.36421157458581,105
Human,75.3637576092945,106
Human,75.35890734855121,107
Human,75.35102268822949,108
Human,75.3425168122462,109
Human,75.33876562536591,110
Human,75.3338197929823,111
Human,75.3299252486416,112
Human,75.31609125371351,113
Human,75.31523110895121,114
Human,75.31107374259979,115
Human,75.30968795381601,116
Human,75.30199443677479,117
Human,75.2972636405818,118
Human,75.29659463910002,119
Human,75.29453984883429,120
Human,75.29081255486409,121
Human,75.290788661954,122
Human,75.28775426237571,123
Human,75.28679854597308,124
Human,75.2836924676645,125
Human,75.2818049277694,126
Human,75.27681130956559,127
Human,75.2721760850129,128
Human,75.2710770111499,129
Human,75.26496042617309,130
Human,75.2623083131558,131
Human,75.2581509468044,132
Human,75.2530617569604,133
Human,75.25076803759409,134
Human,75.24780531674591,135
Human,75.2415453743087,136
Human,75.2311758513402,137
Human,75.23079356477919,138
Human,75.2239124066803,139
Human,75.22030457726039,140
Human,75.20995894720191,141
Human,75.2065183681524,142
Human,75.1906534758689,143
Human,75.18174142041441,144
Human,75.181239669303,145
Human,75.18121577639289,146
Human,75.18121577639289,147
Human,75.18121577639289,148
Human,75.1752186559665,149
Human,75.1675012460153,150
Human,75.15959269278348,151
Human,75.1525203914041,152
Human,75.14970102801641,153
Human,75.1440861941509,154
Human,75.13789793044391,155
Human,75.13550863943729,156
Human,75.13206806038791,157
Human,75.1293920544605,158
Human,75.1276717649358,159
Human,75.1240400426058,160
Human,75.1141483778387,161
Human,75.1141483778387,162
Human,75.1139572345581,163
Human,75.111376800271,164
Human,75.10693271899879,165
Human,75.1051407507439,166
Human,75.101915207885,167
Human,75.100433847461,168
Human,75.10040995455091,169
Human,75.0994542381483,170
Human,75.08380438205529,171
Human,75.0827053081923,172
Human,75.07644536575509,173
Human,75.06731827411,174
Human,75.0588840768568,175
Human,75.0547028175953,176
Human,75.053508172092,177
Human,75.05346038627191,178
Human,75.0504020937835,179
Human,75.04973309230171,180
Human,75.04514565356911,181
Human,75.04392711515571,182
Human,75.03286469779529,183
Human,75.0146583003253,184
Human,75.01179115111741,185
Human,75.010548719794,186
Human,74.9939670402084,187
Human,74.9794401508885,188
Human,74.9788667210469,189
Human,74.977815433004,190
Human,74.9776720755436,191
Human,74.9776720755436,192
Human,74.97762428972351,193
Human,74.97762428972351,194
Human,74.97762428972351,195
Human,74.97762428972351,196
Human,74.97762428972351,197
Human,74.97762428972351,198
Human,74.97762428972351,199
Human,74.97762428972351,200
Human,74.97762428972351,201
Human,74.97762428972351,202
Human,74.97762428972351,203
Human,74.97762428972351,204
Human,74.97762428972351,205
Human,74.97762428972351,206
Human,74.97762428972351,207
Human,74.97762428972351,208
Human,74.97762428972351,209
Human,74.97762428972351,210
Human,74.97762428972351,211
Human,74.97762428972351,212
Human,74.97762428972351,213
Human,74.97762428972351,214
Human,74.97762428972351,215
Human,74.97762428972351,216
Human,74.97762428972351,217
Human,74.97762428972351,218
Human,74.97762428972351,219
Human,74.97762428972351,220
Human,74.97762428972351,221
Human,74.97762428972351,222
Human,74.97762428972351,223
Human,74.97762428972351,224
Human,74.97762428972351,225
Human,74.97762428972351,226
Human,74.97762428972351,227
Human,74.97762428972351,228
Human,74.97762428972351,229
Human,74.9753305703572,230
Human,74.9704564167038,231
Human,74.96749369585571,232
Human,74.9672069809349,233
Human,74.96577340633091,234
Human,74.9598718575447,235
Human,74.9557383841034,236
Human,74.9538747371183,237
Human,74.9469457931992,238
Human,74.92310066895371,239
Human,74.9125400027047,240
Human,74.89710518280229,241
Human,74.8951459641769,242
Human,74.8883125918981,243
Human,74.88611444417211,244
Human,74.88570826470101,245
Human,74.88570826470101,246
Human,74.88570826470101,247
Human,74.88570826470101,248
Human,74.88570826470101,249
Human,74.88570826470101,250
Human,74.88570826470101,251
Human,74.88570826470101,252
Human,74.88570826470101,253
Human,74.88570826470101,254
Human,74.88570826470101,255
Human,74.88570826470101,256
Human,74.88570826470101,257
Human,74.88570826470101,258
Human,74.88570826470101,259
Human,74.88570826470101,260
Human,74.88570826470101,261
Human,74.88570826470101,262
Human,74.88570826470101,263
Human,74.88570826470101,264
Human,74.88570826470101,265
Human,74.88570826470101,266
Human,74.88570826470101,267
Human,74.88570826470101,268
Human,74.88570826470101,269
Human,74.88570826470101,270
Human,74.88570826470101,271
Human,74.88570826470101,272
Human,74.88570826470101,273
Human,74.88570826470101,274
Human,74.88570826470101,275
